id,name
7a6a1504-ed63-4f82-8de2-c635d18adddb,Player_7a6a1504-ed63-4f82-8de2-c635d18adddb
7d702895-7377-44e6-9bbb-86ffbac33b7d,Player_7d702895-7377-44e6-9bbb-86ffbac33b7d
054db2aa-f685-4938-ad64-3eb71e8c420e,Player_054db2aa-f685-4938-ad64-3eb71e8c420e
290dcfd2-14c0-4885-8b6a-1eb5fae38a54,Player_290dcfd2-14c0-4885-8b6a-1eb5fae38a54
a95ea046-67ed-4ab9-be32-1cf9cf868cd7,Player_a95ea046-67ed-4ab9-be32-1cf9cf868cd7
af5349de-1d97-4270-8723-75d4ccdfad81,Player_af5349de-1d97-4270-8723-75d4ccdfad81
c7b52158-2825-4d70-b46a-2c3ed5272fca,Player_c7b52158-2825-4d70-b46a-2c3ed5272fca
bd3e1974-9e44-48fc-b3d2-47a277e8bca6,Player_bd3e1974-9e44-48fc-b3d2-47a277e8bca6
52cf3ea5-8c27-4707-8702-a65558a9fbb1,Player_52cf3ea5-8c27-4707-8702-a65558a9fbb1
85c6e12f-4e82-4720-b0e6-89295aa48ff9,Player_85c6e12f-4e82-4720-b0e6-89295aa48ff9
e2030171-364e-402a-993b-b5c44d6c078b,Player_e2030171-364e-402a-993b-b5c44d6c078b
2c0da7a1-f766-47f0-836b-15c12555cdd8,Player_2c0da7a1-f766-47f0-836b-15c12555cdd8
a597fd19-a702-422f-b9d5-1b1aaee86065,Player_a597fd19-a702-422f-b9d5-1b1aaee86065
ad25a955-5671-4f71-9e2a-8a38feb92a12,Player_ad25a955-5671-4f71-9e2a-8a38feb92a12
5574ed81-1d3d-42f7-87de-e5a8754929bc,Player_5574ed81-1d3d-42f7-87de-e5a8754929bc
d030b9e9-3c22-4af3-b0db-1b308ad58d88,Player_d030b9e9-3c22-4af3-b0db-1b308ad58d88
1b2508f6-570e-4f56-9162-40a94d90f682,Player_1b2508f6-570e-4f56-9162-40a94d90f682
e0cac004-a664-4ddd-8b49-a889186f86aa,Player_e0cac004-a664-4ddd-8b49-a889186f86aa
99251046-b0bc-4f92-92f2-2abf4148c68f,Player_99251046-b0bc-4f92-92f2-2abf4148c68f
523390b3-eb12-429c-b9aa-e3a0c4ea01de,Player_523390b3-eb12-429c-b9aa-e3a0c4ea01de
1a2d93f4-dade-49f5-9805-b4d6fdf93384,Player_1a2d93f4-dade-49f5-9805-b4d6fdf93384
